Fan_ID,edad,sexo,localidad,canal,visitas_app,Frecuencia_Visitas_Web,tiempo_medio_sesion_min,rebote_pct,Interacciones_RRSS,uso_newsletter,clickrate_newsletter,Compras_Ecommerce,Gasto_Total_€,frecuencia_compra_mensual,categoria_fav,conversion_entrada,conversion_merch,conversion_abono,clicks_banner,antiguedad_anios,Miembro_Programa_Fidelidad,uso_app_oficial,participacion_eventos,Nivel_Fan,Fan_Score
157,24,Hombre,Sevilla,B2C,5,10,3.6,0.57,16,1,0.72,1,62.99,1.0,Entradas,0,1,0,16,0,0,0,1,Internacional Ocasional,0.2502060619422767
158,30,Mujer,Internacional,B2C,5,7,1.6,0.66,20,0,0.7,4,79.9,2.37,Digital,0,0,0,3,5,1,0,0,Internacional Ocasional,0.5469144274930053
159,30,Mujer,España,B2C,5,6,2.9,0.49,17,1,0.31,3,53.4,2.07,Entradas,1,0,1,17,0,0,0,2,Corporativo,0.2551178302709987
160,41,Hombre,Internacional,B2C,5,10,5.0,0.62,15,0,0.1,4,96.21,0.16,Entradas,0,0,1,9,13,0,1,1,Internacional Ocasional,0.3560726814085186
161,57,Hombre,Sevilla,B2C,4,12,6.1,0.56,18,1,0.27,3,66.51,2.27,Entradas,0,0,0,2,13,1,1,1,Corporativo,0.5420789975706273
162,28,Mujer,España,B2C,10,12,3.4,0.35,20,0,0.83,0,106.58,0.64,Digital,0,0,0,11,0,1,0,1,Fiel Tradicional,0.5310286897845238
163,66,Mujer,Internacional,B2B,3,8,5.1,0.67,13,1,0.98,2,90.15,0.35,Entradas,0,0,0,0,7,0,0,2,Fiel Tradicional,0.2612025188051253
164,47,Hombre,Sevilla,B2C,2,5,1.1,0.31,22,1,0.49,2,128.74,2.45,Abonos,0,0,0,10,1,1,0,1,Joven Digital,0.5501601812661928
165,54,Hombre,Sevilla,B2C,6,13,5.0,0.5,17,1,0.01,1,61.73,0.68,Digital,0,0,0,17,9,0,0,1,Joven Digital,0.2886315292627107
166,64,Hombre,España,B2B,4,9,2.8,0.62,15,1,0.14,1,100.32,1.98,Abonos,0,0,0,12,12,0,0,1,Corporativo,0.2753962092676377
167,67,Mujer,Andalucía,B2C,4,14,4.5,0.37,16,1,0.32,1,21.4,0.37,Digital,0,0,0,16,13,1,0,2,Joven Digital,0.4432346834103963
168,47,Mujer,España,B2C,8,14,3.6,0.31,17,1,0.58,4,161.75,0.0,Abonos,0,1,0,7,5,1,0,0,Fiel Tradicional,0.6921825072741444
169,19,Mujer,Sevilla,B2C,5,7,6.0,0.42,22,1,0.08,1,98.82,0.82,Digital,0,1,0,19,13,0,1,3,Corporativo,0.3109068950918804
170,45,Hombre,España,B2C,4,10,2.7,0.67,14,1,0.94,2,66.11,0.13,Merchandising,0,0,1,18,5,0,1,1,Corporativo,0.2622210284103083
171,52,Hombre,Sevilla,B2B,7,7,4.9,0.75,18,1,0.37,0,67.23,1.68,Entradas,1,0,0,16,5,0,0,1,Internacional Ocasional,0.2152970262697276
172,38,Mujer,Sevilla,B2C,4,12,3.6,0.48,21,1,0.91,1,67.59,0.39,Entradas,0,0,0,1,7,0,0,1,Corporativo,0.3183534090403305
173,54,Mujer,Sevilla,B2B,2,17,3.8,0.56,22,1,0.78,4,130.2,0.7,Digital,1,0,0,2,3,0,1,3,Joven Digital,0.5281987862452165
174,60,Hombre,España,B2C,2,16,3.7,0.73,20,1,0.76,0,101.96,0.11,Abonos,0,0,0,2,2,0,0,3,Fiel Tradicional,0.367682303877577
175,30,Mujer,Andalucía,B2C,3,7,2.7,0.17,17,1,0.61,2,61.7,0.41,Merchandising,0,0,0,5,5,0,1,0,Joven Digital,0.2504382342072657
176,58,Mujer,Andalucía,B2C,3,12,4.0,0.26,21,0,0.63,0,37.84,1.83,Abonos,0,1,0,9,3,0,0,0,Fiel Tradicional,0.258248093092487
177,44,Hombre,Sevilla,B2C,8,8,3.9,0.6,16,0,0.64,3,110.88,0.2,Entradas,1,0,0,17,1,0,1,2,Internacional Ocasional,0.3356641389597067
178,51,Mujer,España,B2C,6,11,4.4,0.68,20,0,0.63,2,100.16,1.25,Entradas,1,1,0,17,5,1,1,3,Fiel Tradicional,0.5629267058140365
179,28,Hombre,Sevilla,B2B,0,6,4.1,0.7,27,1,0.55,2,96.19,2.99,Abonos,0,0,0,13,9,0,1,1,Internacional Ocasional,0.363943818038222
180,47,Hombre,España,B2C,8,13,5.2,0.39,18,0,0.99,2,72.49,1.37,Digital,1,0,0,15,4,0,1,0,Joven Digital,0.3346617768682725
181,22,Hombre,Andalucía,B2B,5,7,5.4,0.16,25,1,0.73,1,66.01,2.0,Digital,0,0,1,6,10,1,1,0,Internacional Ocasional,0.4971907466465444
182,66,Hombre,Sevilla,B2C,4,11,2.4,0.41,21,1,0.78,2,125.56,0.14,Abonos,0,0,0,0,8,1,0,1,Corporativo,0.6012323088977977
183,37,Hombre,Andalucía,B2B,5,10,5.3,0.26,25,0,0.87,2,128.35,0.35,Entradas,1,0,0,16,10,0,0,0,Corporativo,0.427331556071724
184,43,Hombre,Sevilla,B2C,7,8,2.2,0.3,26,1,0.22,3,94.2,2.7,Abonos,1,0,0,4,5,0,0,0,Fiel Tradicional,0.3993148951498458
185,17,Hombre,España,B2C,6,7,4.9,0.64,19,0,0.08,3,104.1,1.51,Entradas,1,0,1,0,13,1,1,0,Joven Digital,0.542137351165985
186,57,Mujer,Andalucía,B2C,3,7,4.9,0.15,22,0,0.48,1,82.08,1.22,Abonos,0,0,0,16,2,0,1,2,Joven Digital,0.2911535173114803
187,60,Hombre,Sevilla,B2C,4,9,1.1,0.68,26,1,0.51,3,33.9,1.31,Digital,0,0,0,9,10,1,0,1,Fiel Tradicional,0.538686570547556
188,68,Hombre,España,B2C,2,9,4.1,0.4,18,1,0.83,3,45.61,0.64,Merchandising,0,1,1,11,4,0,0,0,Corporativo,0.2858378282422086
189,21,Mujer,Sevilla,B2C,4,10,3.3,0.52,19,1,0.44,4,109.39,0.05,Entradas,0,0,0,19,14,0,1,1,Internacional Ocasional,0.4049585547147117
190,43,Mujer,Andalucía,B2C,1,10,2.9,0.16,19,0,0.57,0,113.21,1.84,Merchandising,1,0,0,1,9,0,0,4,Fiel Tradicional,0.3094661952834768
191,43,Mujer,Internacional,B2B,9,12,6.0,0.34,19,1,0.53,1,106.62,1.36,Digital,0,0,0,15,7,1,0,1,Internacional Ocasional,0.5477425568759944
192,59,Hombre,Andalucía,B2C,3,10,3.0,0.16,21,0,0.04,0,85.38,0.77,Abonos,0,1,0,14,8,1,1,1,Internacional Ocasional,0.4932931663928834
193,59,Mujer,Sevilla,B2C,1,15,2.8,0.77,13,0,0.62,1,107.74,2.76,Digital,0,0,0,12,7,0,0,2,Joven Digital,0.3306431161389224
194,35,Hombre,Internacional,B2C,5,10,4.1,0.67,18,0,0.83,0,73.26,0.49,Merchandising,0,0,0,17,14,0,0,1,Corporativo,0.253991437677325
195,45,Hombre,Andalucía,B2C,4,10,5.0,0.42,26,0,0.16,2,93.64,0.42,Digital,0,0,0,19,2,0,0,3,Internacional Ocasional,0.3947067207815397
196,26,Hombre,Sevilla,B2C,6,11,3.8,0.26,16,0,0.59,5,68.86,2.47,Digital,0,0,0,13,8,0,0,0,Corporativo,0.3676590400717114
197,43,Hombre,Sevilla,B2C,5,10,5.7,0.75,21,0,0.59,0,43.3,1.91,Abonos,1,0,0,17,2,1,0,1,Joven Digital,0.4436383194992614
198,40,Mujer,España,B2C,8,4,4.8,0.34,14,1,0.16,6,100.94,0.87,Merchandising,0,1,0,1,7,0,0,0,Fiel Tradicional,0.3401629035713952
199,54,Mujer,Andalucía,B2C,5,14,0.7,0.21,19,0,0.12,0,113.25,0.17,Merchandising,1,1,0,1,9,1,0,2,Fiel Tradicional,0.5516186588661753
200,48,Hombre,Andalucía,B2C,7,7,3.2,0.49,21,0,0.98,4,149.22,0.29,Merchandising,0,0,0,2,8,0,0,0,Joven Digital,0.4370460970113643
201,16,Hombre,España,B2C,4,13,3.2,0.76,21,0,0.39,2,82.92,1.28,Entradas,0,0,0,4,6,1,0,1,Joven Digital,0.5719692876358694
202,42,Hombre,España,B2C,1,11,4.7,0.1,17,1,0.23,3,43.57,0.58,Digital,0,0,1,15,3,1,0,2,Internacional Ocasional,0.4961499048228276
203,67,Mujer,Sevilla,B2C,5,2,0.1,0.27,24,0,0.17,1,65.15,2.17,Merchandising,1,0,0,14,9,0,1,0,Joven Digital,0.2352110252325604
204,28,Hombre,Sevilla,B2C,4,14,7.8,0.76,18,1,0.67,4,70.92,3.59,Digital,0,1,1,11,14,0,0,0,Fiel Tradicional,0.3933354759841961
205,56,Hombre,Sevilla,B2C,3,3,4.8,0.22,21,1,0.61,2,79.45,1.97,Abonos,0,0,0,8,8,0,1,2,Corporativo,0.2626114928894009
206,18,Mujer,España,B2C,2,14,4.2,0.18,18,0,0.64,1,89.13,0.57,Abonos,0,0,0,13,2,0,1,0,Corporativo,0.3398234693761366
207,54,Mujer,Sevilla,B2C,12,9,5.8,0.5,21,1,0.09,0,85.89,1.87,Entradas,0,0,0,15,14,0,0,0,Corporativo,0.2833686560196585
208,21,Hombre,Andalucía,B2C,5,9,7.5,0.7,22,0,0.89,3,98.31,0.52,Entradas,1,1,0,10,2,0,1,2,Corporativo,0.381357721254579
209,23,Mujer,España,B2C,10,11,5.3,0.43,12,1,0.39,4,80.92,0.22,Abonos,1,0,1,5,1,1,0,3,Joven Digital,0.5235566348167309
210,42,Mujer,España,B2C,6,8,5.4,0.8,16,1,0.31,2,8.24,0.04,Merchandising,0,0,1,9,9,0,1,0,Joven Digital,0.1895478489130963
211,24,Hombre,Sevilla,B2C,1,9,4.2,0.58,25,0,0.46,4,81.81,0.58,Abonos,0,0,0,7,14,1,0,0,Corporativo,0.611887546023002
212,52,Mujer,España,B2C,6,11,3.8,0.15,24,0,0.39,3,77.6,2.81,Digital,1,0,0,15,2,1,1,3,Joven Digital,0.5946389995580136
213,48,Hombre,Sevilla,B2C,2,8,3.3,0.79,19,1,0.86,2,91.51,0.33,Entradas,0,1,0,2,0,1,0,1,Internacional Ocasional,0.5128073332484554
214,66,Mujer,España,B2B,4,10,2.8,0.39,15,1,0.93,5,64.16,0.28,Entradas,0,0,0,1,14,0,1,1,Joven Digital,0.3432533410344552
215,57,Hombre,Sevilla,B2C,5,13,3.0,0.3,15,0,0.3,1,81.71,4.2,Abonos,0,0,0,15,3,0,0,0,Internacional Ocasional,0.2955414747855537
216,59,Hombre,Sevilla,B2C,8,15,2.0,0.49,24,1,0.86,2,91.69,0.03,Merchandising,0,0,0,18,7,0,1,1,Internacional Ocasional,0.4283706123530549
217,39,Hombre,España,B2C,4,10,3.9,0.31,25,1,0.78,2,70.2,1.85,Merchandising,0,1,0,8,4,0,0,1,Joven Digital,0.3587139385131659
218,30,Mujer,Sevilla,B2C,2,8,1.5,0.16,29,1,0.93,1,95.28,0.47,Digital,1,0,0,15,1,0,1,3,Corporativo,0.375589306619549
219,69,Hombre,Sevilla,B2C,1,11,4.3,0.1,22,0,0.25,0,77.1,0.05,Entradas,0,0,0,3,2,1,0,4,Internacional Ocasional,0.5023823275812991
220,47,Mujer,España,B2B,8,5,3.9,0.41,22,1,0.58,3,79.7,3.0,Abonos,0,0,0,9,0,0,0,1,Joven Digital,0.3172924604567055
221,47,Hombre,España,B2C,8,18,4.2,0.69,15,1,0.27,3,0.0,0.18,Abonos,1,0,0,18,1,0,1,3,Fiel Tradicional,0.3017543859649123
222,39,Hombre,Andalucía,B2C,4,11,3.2,0.5,20,0,0.82,3,40.68,0.96,Entradas,0,1,1,12,0,1,1,1,Corporativo,0.5177396741307514
223,56,Mujer,Andalucía,B2C,1,11,8.6,0.8,23,1,0.01,2,40.77,0.38,Abonos,0,1,0,17,1,0,0,1,Fiel Tradicional,0.31784587508656
224,67,Hombre,Andalucía,B2C,9,11,6.0,0.3,14,1,0.56,3,81.49,0.08,Entradas,0,0,0,14,2,0,1,1,Internacional Ocasional,0.315895907536852
225,64,Hombre,Sevilla,B2C,4,9,2.1,0.3,20,1,0.34,3,113.15,0.06,Merchandising,0,0,0,3,0,1,1,2,Fiel Tradicional,0.5822024121901308
226,64,Mujer,Sevilla,B2C,2,11,4.3,0.21,28,0,0.32,0,71.45,0.15,Merchandising,1,1,0,8,10,0,1,0,Joven Digital,0.3457152675777591
227,67,Hombre,Sevilla,B2C,4,8,3.1,0.21,25,1,0.64,1,100.45,0.09,Abonos,1,0,0,3,8,0,0,1,Corporativo,0.3483566281921099
228,27,Hombre,Internacional,B2C,3,12,2.5,0.3,18,0,0.85,4,94.45,1.72,Merchandising,0,0,1,15,9,0,0,2,Internacional Ocasional,0.4000484942960978
229,54,Hombre,Andalucía,B2C,8,7,2.0,0.65,21,1,0.61,1,79.2,0.8,Merchandising,0,0,1,14,4,1,1,1,Joven Digital,0.4794217533922717
230,17,Hombre,Andalucía,B2C,9,10,4.6,0.73,27,0,0.85,2,92.22,0.5,Digital,0,0,0,1,7,0,0,3,Corporativo,0.4013644390343372
231,18,Mujer,Andalucía,B2C,4,11,3.0,0.78,22,1,0.26,3,82.38,0.65,Entradas,1,0,0,13,4,0,0,1,Internacional Ocasional,0.3836127836554038
232,64,Mujer,Internacional,B2C,4,8,5.5,0.26,20,1,0.52,1,70.73,3.17,Entradas,0,1,0,2,7,0,0,2,Internacional Ocasional,0.2716200458962025
233,52,Hombre,Sevilla,B2C,5,7,5.5,0.72,19,0,0.45,1,86.73,2.9,Abonos,0,1,0,3,6,0,0,1,Internacional Ocasional,0.2716405666949247
234,64,Mujer,Andalucía,B2C,11,7,6.1,0.33,20,1,0.01,4,118.4,1.51,Entradas,0,0,0,0,11,0,1,0,Internacional Ocasional,0.3923448363666851
235,32,Hombre,Andalucía,B2C,8,9,2.7,0.18,16,1,0.56,5,89.18,2.59,Digital,0,0,0,8,3,0,1,0,Fiel Tradicional,0.3705842242931063
236,64,Mujer,Andalucía,B2C,6,9,4.7,0.71,22,0,0.66,1,81.54,0.46,Abonos,0,0,0,16,14,0,0,1,Fiel Tradicional,0.3115689431555761
237,17,Hombre,Sevilla,B2C,2,14,4.9,0.55,21,1,0.59,1,48.68,0.58,Abonos,0,0,0,13,6,0,0,1,Fiel Tradicional,0.3170920397932704
238,17,Hombre,España,B2C,8,9,3.3,0.22,17,1,0.74,5,117.48,1.14,Entradas,1,0,0,16,5,0,0,0,Internacional Ocasional,0.4123118581751447
239,43,Hombre,Internacional,B2C,7,12,2.8,0.4,15,0,0.57,0,32.79,1.17,Merchandising,0,0,0,0,2,0,0,1,Fiel Tradicional,0.2022890394610042
240,69,Hombre,Andalucía,B2C,6,16,6.4,0.3,18,0,0.07,2,23.82,0.79,Merchandising,1,1,0,9,8,0,0,2,Corporativo,0.3088096073566416
241,38,Hombre,Andalucía,B2C,5,8,4.3,0.62,17,0,0.12,1,86.14,0.61,Merchandising,0,1,0,15,11,0,1,1,Internacional Ocasional,0.2648040095518754
242,52,Hombre,Internacional,B2C,3,7,5.0,0.42,27,0,0.6,2,48.58,5.14,Merchandising,0,0,0,18,9,0,1,3,Corporativo,0.318289828204945
243,47,Mujer,España,B2C,5,12,2.8,0.79,16,1,0.27,2,107.67,2.07,Digital,1,0,0,2,14,1,0,3,Corporativo,0.5489815680270947
244,48,Hombre,Sevilla,B2B,3,9,2.2,0.14,17,0,0.08,1,24.49,0.69,Abonos,0,0,0,11,12,1,1,0,Fiel Tradicional,0.4025826706124565
245,16,Mujer,Andalucía,B2C,3,11,3.1,0.35,26,1,0.43,3,103.85,1.56,Merchandising,1,1,1,2,8,0,0,1,Internacional Ocasional,0.4422809450021892
246,34,Hombre,Andalucía,B2C,7,13,3.8,0.44,15,1,0.55,3,99.63,0.38,Digital,1,0,0,14,13,0,1,1,Fiel Tradicional,0.3666872650976666
247,17,Mujer,Andalucía,B2C,4,14,2.4,0.45,20,0,0.33,3,78.54,0.13,Abonos,0,0,0,16,4,0,0,0,Fiel Tradicional,0.3939938235759911
248,68,Mujer,España,B2B,4,17,4.0,0.32,26,1,0.72,1,12.01,0.52,Entradas,0,0,0,17,7,0,1,0,Fiel Tradicional,0.3470666643894532
249,59,Mujer,Internacional,B2C,6,8,1.5,0.61,27,1,0.64,0,23.3,0.62,Entradas,0,1,0,6,6,0,0,1,Internacional Ocasional,0.2489854755184024
250,41,Hombre,Internacional,B2C,6,9,2.3,0.71,20,1,0.33,2,82.2,0.02,Digital,0,1,0,18,8,0,0,0,Internacional Ocasional,0.3206810834981725
251,47,Hombre,Andalucía,B2C,3,9,5.0,0.76,22,0,0.75,1,68.02,2.02,Abonos,0,0,0,6,6,1,0,2,Fiel Tradicional,0.4956151995718838
252,21,Mujer,Sevilla,B2C,4,7,4.9,0.66,18,0,0.65,4,96.82,0.53,Merchandising,0,1,1,4,3,0,0,1,Corporativo,0.3502135405183558
253,47,Hombre,Internacional,B2C,6,8,3.4,0.7,11,1,0.64,4,72.95,1.04,Abonos,0,0,0,7,3,0,0,2,Corporativo,0.2742396694728147
254,19,Mujer,España,B2B,6,6,2.5,0.49,19,1,0.55,1,70.34,0.09,Merchandising,0,0,0,15,10,1,0,5,Internacional Ocasional,0.4417738768420845
255,26,Hombre,Sevilla,B2C,6,9,2.5,0.68,19,1,0.01,0,2.21,0.23,Digital,0,1,0,15,7,0,0,1,Joven Digital,0.1679587006633937
256,32,Mujer,Internacional,B2C,6,6,3.4,0.31,15,1,0.7,2,99.67,2.65,Merchandising,1,1,0,18,5,0,1,1,Fiel Tradicional,0.2680502549961546
257,53,Mujer,España,B2C,3,12,5.0,0.38,20,0,0.38,2,55.53,1.13,Digital,0,0,0,14,8,1,0,2,Fiel Tradicional,0.5207891476286444
258,39,Hombre,Andalucía,B2C,5,12,5.4,0.32,17,1,0.94,4,63.05,3.6,Abonos,0,0,0,6,13,1,1,0,Joven Digital,0.5546628274917632
259,20,Mujer,Andalucía,B2C,2,10,3.3,0.43,12,0,0.82,1,42.91,8.02,Abonos,0,1,1,4,9,1,0,2,Internacional Ocasional,0.3931781153574242
260,67,Hombre,Sevilla,B2C,5,12,2.3,0.3,12,0,0.59,1,28.79,0.56,Merchandising,1,1,0,10,13,0,1,1,Corporativo,0.1975689969806219
261,49,Mujer,Sevilla,B2C,3,12,4.4,0.77,23,1,0.25,2,119.16,0.43,Abonos,1,1,0,9,6,0,1,1,Internacional Ocasional,0.4208732233853262
262,21,Mujer,Sevilla,B2C,3,10,2.8,0.32,20,0,0.2,6,98.86,2.35,Merchandising,0,0,0,8,6,1,0,1,Corporativo,0.6508663762184386
263,37,Hombre,España,B2C,5,12,3.2,0.17,24,1,0.34,1,99.36,7.9,Abonos,1,1,0,0,3,0,1,1,Corporativo,0.3808423464407671
264,26,Hombre,Sevilla,B2C,11,14,6.0,0.47,18,1,0.48,0,68.5,1.19,Entradas,0,1,0,19,2,1,0,1,Internacional Ocasional,0.4904798502835648
265,63,Hombre,Sevilla,B2B,7,4,5.2,0.14,22,0,0.3,1,22.86,1.9,Merchandising,1,0,0,0,7,0,1,1,Fiel Tradicional,0.189694341020999
266,31,Mujer,Sevilla,B2C,7,9,4.2,0.18,26,1,0.51,1,138.06,1.83,Digital,0,1,1,7,6,0,0,1,Fiel Tradicional,0.4115964767367117
267,48,Hombre,Andalucía,B2B,4,7,2.1,0.25,24,1,0.17,0,87.67,0.53,Entradas,0,0,0,2,3,1,0,3,Fiel Tradicional,0.4894164433444813
268,24,Mujer,Internacional,B2C,1,10,4.3,0.43,26,1,0.98,1,79.1,1.02,Digital,0,0,0,1,12,0,0,1,Corporativo,0.3525493663653499
269,21,Mujer,Sevilla,B2C,4,8,5.6,0.4,20,0,0.11,1,64.23,2.15,Abonos,0,0,1,3,3,0,0,0,Fiel Tradicional,0.2639499768655812
270,31,Hombre,Sevilla,B2C,5,14,3.4,0.66,12,0,0.93,4,13.66,1.4,Entradas,1,0,1,18,0,0,0,3,Corporativo,0.2757680678775231
271,44,Hombre,España,B2C,4,7,6.0,0.62,29,1,0.91,6,109.25,0.03,Abonos,0,0,0,10,10,0,1,0,Fiel Tradicional,0.5065477391928106
272,18,Mujer,Andalucía,B2C,4,8,5.9,0.4,21,0,0.53,1,43.27,0.49,Merchandising,1,1,1,4,6,0,0,3,Internacional Ocasional,0.2475502876017112
273,35,Mujer,Sevilla,B2C,7,10,6.5,0.33,13,0,0.72,1,91.4,0.19,Digital,0,0,0,9,0,0,0,2,Joven Digital,0.2587301636591922
274,51,Hombre,Andalucía,B2C,6,6,4.5,0.32,23,1,0.44,1,98.13,0.32,Abonos,0,0,0,7,9,0,0,1,Corporativo,0.3078997053078741
275,34,Hombre,Sevilla,B2C,8,16,4.9,0.64,17,0,0.63,2,85.02,2.83,Digital,0,1,0,12,9,1,0,2,Internacional Ocasional,0.5726929239731579
276,41,Hombre,Sevilla,B2B,4,10,6.1,0.14,16,1,0.34,0,89.1,0.05,Digital,0,0,1,4,3,0,0,4,Corporativo,0.2560161392329724
277,18,Hombre,Andalucía,B2B,3,5,4.7,0.11,29,0,0.3,5,115.38,0.3,Abonos,1,0,0,11,10,1,1,1,Corporativo,0.6677285727150493
278,34,Hombre,Andalucía,B2C,0,8,3.2,0.66,19,1,0.58,2,51.23,0.44,Merchandising,0,0,0,12,13,0,0,0,Internacional Ocasional,0.2652765054710054
279,35,Mujer,Internacional,B2C,4,2,3.3,0.43,18,1,0.5,2,79.94,1.15,Digital,0,0,0,7,2,0,0,4,Fiel Tradicional,0.227663382303774
280,47,Mujer,Sevilla,B2C,1,13,4.4,0.19,22,0,0.58,1,68.25,0.92,Abonos,0,0,0,14,10,0,0,2,Corporativo,0.3379918651724006
281,22,Mujer,Andalucía,B2C,4,10,2.1,0.26,10,0,0.29,1,19.81,0.3,Merchandising,0,1,0,12,2,1,0,3,Joven Digital,0.3492532033665496
282,67,Mujer,Andalucía,B2C,3,9,3.8,0.75,21,1,0.37,1,83.59,0.22,Abonos,1,0,0,0,11,1,1,3,Joven Digital,0.5056546315934387
283,56,Hombre,Sevilla,B2C,5,13,5.6,0.7,20,1,0.08,6,112.54,0.32,Merchandising,0,1,1,5,0,1,0,4,Internacional Ocasional,0.6985878688697672
284,48,Hombre,Andalucía,B2C,6,9,0.7,0.6,16,1,0.05,2,116.29,0.84,Digital,1,0,0,10,3,0,0,0,Joven Digital,0.3275743122038975
285,55,Hombre,Sevilla,B2B,6,10,6.3,0.44,27,0,0.25,1,130.72,0.38,Entradas,0,0,0,12,13,0,0,1,Internacional Ocasional,0.4217948479080171
286,54,Mujer,Internacional,B2C,4,8,5.7,0.46,13,0,0.07,0,21.79,3.54,Abonos,0,0,0,19,0,1,0,1,Internacional Ocasional,0.3305369928153915
287,33,Mujer,Sevilla,B2C,4,10,3.3,0.78,28,1,0.1,4,123.86,0.75,Digital,1,1,1,0,13,1,0,1,Corporativo,0.6970333083874948
288,55,Hombre,Andalucía,B2C,5,6,4.8,0.78,20,1,0.81,0,80.55,0.07,Abonos,0,0,0,10,12,1,0,1,Internacional Ocasional,0.4371551186065938
289,16,Hombre,Sevilla,B2C,1,8,4.0,0.25,13,1,0.04,4,123.02,1.57,Abonos,0,0,0,10,12,0,1,0,Internacional Ocasional,0.3499894678876671
290,26,Mujer,Internacional,B2C,9,5,5.8,0.67,27,1,0.66,1,63.16,0.48,Merchandising,0,0,1,7,7,1,0,1,Fiel Tradicional,0.4894417514669912
291,43,Mujer,Andalucía,B2B,7,9,5.5,0.24,22,1,0.27,3,59.08,1.27,Abonos,0,0,0,2,14,0,0,1,Corporativo,0.3350659046282294
292,40,Hombre,Andalucía,B2C,5,7,1.9,0.25,21,1,0.87,2,38.54,0.39,Merchandising,1,0,0,18,14,0,0,5,Joven Digital,0.2564425215791854
293,65,Hombre,Sevilla,B2B,4,5,4.9,0.57,23,0,0.48,2,98.28,1.01,Digital,0,0,0,11,0,0,0,1,Fiel Tradicional,0.3225503911114147
294,38,Mujer,España,B2C,5,8,3.7,0.38,19,1,0.31,3,90.43,1.77,Abonos,1,0,1,5,11,0,0,2,Fiel Tradicional,0.3365329217787521
295,46,Hombre,Sevilla,B2C,4,15,4.1,0.75,15,1,0.52,1,41.49,3.16,Digital,0,1,0,7,13,1,1,2,Corporativo,0.4691340792242569
296,45,Hombre,España,B2C,1,5,2.9,0.16,17,0,0.38,1,10.08,0.36,Entradas,0,0,0,4,5,1,1,2,Corporativo,0.3434734544189844
297,57,Hombre,Sevilla,B2C,3,18,6.6,0.46,15,1,0.56,1,87.46,0.49,Digital,0,0,1,9,6,1,0,3,Fiel Tradicional,0.5549581147984718
298,50,Mujer,Sevilla,B2B,7,9,5.6,0.74,14,1,0.11,2,90.88,0.75,Abonos,0,0,0,15,14,0,0,2,Corporativo,0.2809235756806021
299,22,Mujer,Sevilla,B2B,6,8,2.9,0.73,16,1,1.0,1,45.39,3.14,Entradas,1,0,0,11,9,0,0,1,Corporativo,0.2083852434496472
300,31,Mujer,Andalucía,B2C,10,10,2.0,0.21,17,1,0.43,1,39.37,2.78,Merchandising,0,1,0,16,13,1,0,1,Internacional Ocasional,0.4306675444289524
301,41,Mujer,Andalucía,B2C,4,14,3.4,0.36,27,1,0.35,1,94.68,0.11,Entradas,0,0,0,5,11,0,1,2,Corporativo,0.4213725283176671
302,63,Mujer,Sevilla,B2C,5,11,4.7,0.53,21,0,0.71,3,130.69,0.17,Abonos,1,0,0,8,1,1,1,1,Internacional Ocasional,0.6322857633788879
303,67,Mujer,España,B2B,6,10,4.4,0.21,18,1,0.36,6,60.15,0.82,Abonos,1,1,0,9,3,0,1,3,Fiel Tradicional,0.388521498447872
304,64,Mujer,Andalucía,B2C,6,11,5.9,0.78,22,1,0.83,2,48.61,0.14,Digital,0,0,1,19,10,0,0,4,Fiel Tradicional,0.318763825014776
305,17,Hombre,Andalucía,B2C,8,13,5.2,0.74,17,1,0.45,0,83.97,0.51,Merchandising,1,0,0,13,13,0,0,2,Joven Digital,0.2898749654536364
306,16,Hombre,Andalucía,B2C,4,9,5.5,0.22,13,0,0.72,0,94.06,0.19,Abonos,0,0,0,13,2,1,1,1,Corporativo,0.4263426761191727
307,63,Hombre,Andalucía,B2C,3,9,4.5,0.18,20,0,0.11,3,64.07,1.21,Abonos,0,1,0,16,12,0,1,0,Fiel Tradicional,0.3242874909558396
308,27,Hombre,Andalucía,B2C,3,10,1.9,0.16,16,1,0.85,3,135.75,3.58,Merchandising,0,1,0,15,12,0,1,1,Internacional Ocasional,0.3860636346604312
309,20,Hombre,Sevilla,B2C,9,11,3.7,0.74,18,1,0.74,4,102.05,6.87,Merchandising,0,1,0,3,8,1,0,1,Fiel Tradicional,0.5984902592193505
310,52,Hombre,Sevilla,B2B,7,13,5.6,0.24,18,1,0.21,2,63.56,0.56,Digital,0,0,1,1,13,0,0,0,Corporativo,0.324124282030819
311,47,Hombre,España,B2C,2,7,3.9,0.39,27,1,0.15,0,27.23,1.1,Entradas,0,1,0,15,6,1,0,0,Joven Digital,0.4430966014659044
312,24,Mujer,Internacional,B2C,2,7,4.8,0.41,19,1,0.32,2,114.58,2.33,Merchandising,0,0,1,0,1,0,0,0,Joven Digital,0.3295038624645867
313,56,Mujer,Sevilla,B2B,4,11,3.5,0.52,26,1,0.98,3,110.76,0.15,Abonos,1,0,0,2,10,0,0,1,Fiel Tradicional,0.4504348183870497
314,50,Hombre,Sevilla,B2C,6,6,2.5,0.15,29,1,0.26,2,65.92,1.4,Merchandising,1,1,0,10,11,1,1,3,Joven Digital,0.5448915632345954
315,34,Hombre,Andalucía,B2B,9,14,3.8,0.26,18,0,0.46,1,85.52,0.63,Abonos,1,0,0,15,5,0,0,1,Corporativo,0.3355636310375916
